X,Y,key
204786.486481913,157405.215307916,"880"
204786.041377688,157305.40754739,"881"
204800.63807265,157207.493944501,"882"
204848.153749778,157127.869051932,"875"
204891.765403019,157739.615821214,"877"
204514.61700198,159002.680019289,"883"
203654.023904302,159565.53086274,"885"
203697.672497913,159489.718163337,"887"
203739.949002262,159402.695919661,"888"
203792.194054066,159319.743945572,"889"
203872.85647636,159262.614655222,"890"
203964.959528846,159235.630471947,"891"
204060.466257221,159245.107965106,"892"
204141.378941464,159202.002080664,"893"
204202.644681553,159131.34177946,"894"
204282.366898288,159127.436958092,"895"
204369.855105175,159099.202631126,"896"
204457.314553678,159055.962400058,"884"
203573.927250751,159610.058679982,"886"
208585.375875659,159226.237201243,"897"
208547.384317574,159244.937843919,"898"
207968.238217839,157226.158936641,"900"
208178.381456922,157689.808718651,"902"
208206.456740256,157597.059871155,"904"
208182.946580663,157511.547580664,"905"
208122.547025369,157431.856393597,"906"
208062.114610923,157352.185454735,"907"
208002.968851354,157272.220125755,"901"
208171.827870954,158311.187587142,"908"
208134.6389877,158234.686575175,"910"
208077.580633098,158180.864482106,"911"
208021.460640769,158107.939127024,"912"
207999.045873189,158015.163118251,"913"
208007.63455518,157929.240699953,"914"
208058.78454749,157847.342447956,"915"
208118.078256049,157768.005474406,"903"
208207.617002529,158391.741999222,"909"
208539.348628424,158952.409773603,"917"
208507.019349973,158858.049045285,"919"
208457.925919685,158773.200245406,"920"
208411.374877197,158688.821636077,"921"
208357.563021781,158608.615639599,"922"
208324.947813267,158521.374058375,"923"
208262.512864428,158465.314714345,"916"
208582.313680607,159211.230948982,"924"
208568.833982945,159148.130276311,"925"
208556.996756763,159049.865738648,"918"
206905.572161958,160765.734460096,"926"
206899.825841745,160849.815460267,"927"
206822.097759215,161007.138646563,"929"
206883.244335373,160946.330391406,"928"
206492.127296401,160103.71002966,"931"
206510.201712679,160159.075200175,"932"
206896.572674192,160726.085663024,"934"
206874.94127777,160674.195520189,"935"
206835.405182558,160582.343704783,"936"
206779.149426731,160535.248205261,"937"
206728.464031706,160462.249239196,"938"
206685.587188937,160374.628646035,"939"
206610.747797369,160317.946195617,"940"
206547.356481545,160246.886842627,"933"
204005.755493891,163987.683850539,"941"
204087.304899584,164242.29842455,"943"
204076.959579652,164161.837224248,"944"
204046.057942773,164068.276146422,"942"
209352.144501742,157848.500732957,"945"
209329.813060886,157889.916513115,"946"
209311.972260681,157933.694105209,"947"
209131.433782034,158269.407154763,"949"
209151.517074663,158224.719845971,"951"
209189.8139132,158138.212570715,"952"
209241.542756148,158056.63854532,"953"
209269.407009384,157968.037591109,"948"
209123.23042801,158314.330561708,"950"
209119.374584735,158562.766160873,"958"
209090.699143207,158469.533623086,"959"
209119.61631808,158391.862384265,"954"
209175.064628245,158752.755608757,"956"
209255.390093359,158931.977563963,"961"
209212.559000733,158843.275806867,"960"
208698.763535146,159264.298451997,"963"
208786.267745739,159239.40334481,"965"
208874.349303669,159205.668962393,"966"
208971.047666092,159195.274336465,"967"
209069.804810367,159186.926983299,"968"
209157.740803654,159147.380882766,"969"
209221.741035616,159076.5763315,"970"
209276.051440919,158998.631654689,"962"
208595.429252671,159221.304341039,"972"
208476.813017666,159269.274930439,"899"
208224.088972653,159266.903363847,"974"
208301.191341676,159241.32798002,"976"
208391.182253884,159242.436600646,"973"
208174.891848575,159274.56816508,"975"
207637.373962502,159464.79646742,"978"
207709.545587775,159472.336824388,"980"
207798.945469338,159480.044839692,"981"
207896.66491941,159460.544388893,"982"
207980.633013775,159417.919312628,"983"
208042.579346204,159346.694534034,"984"
208110.20095406,159282.199407791,"977"
207588.523269442,159460.36504389,"979"
207259.671376164,159471.716246446,"179"
207233.70439712,159477.521867784,"989"
206983.761090928,159599.53895533,"990"
206984.715437485,159925.184834111,"992"
206968.379027753,159850.785202209,"993"
206962.453670399,159751.523341628,"994"
206974.162935284,159652.313577593,"991"
207204.838908291,159483.643793629,"1907"
207049.304515168,159557.995360371,"996"
207136.322588557,159509.00794281,"995"
206995.670124512,159589.435858279,"997"
208139.482585991,169537.890373818,"123"
208072.874709172,169593.918831342,"998"
207839.710126146,169651.875833151,"1000"
207905.887507973,169665.687743717,"1001"
207988.322039143,169629.407712357,"999"
212014.178697372,169125.94675951,"1003"
212079.575797864,169101.30808304,"1005"
212170.662076687,169087.498146021,"1006"
212258.478284106,169072.983539668,"1002"
209823.649392702,167042.129087544,"1007"
209901.305962377,167119.617046367,"1009"
209875.067121795,167033.37067948,"1008"
210071.220924466,167341.439893877,"1011"
210013.194112934,167271.495369227,"1013"
209952.839729004,167200.509370689,"1010"
210178.814905146,167505.086571355,"1016"
210128.526467421,167420.104240003,"1012"
210110.885747566,165763.070101237,"675"
209870.357022407,165817.281467146,"1018"
209931.644093391,165795.808206972,"1020"
210024.100867191,165765.355736752,"1017"
209841.228009242,165840.613803971,"1019"
210971.82811247,160000.610016591,"1022"
210918.885403421,160232.033434123,"1024"
210976.742453565,160152.185222015,"1026"
210986.395118159,160060.319527514,"1023"
210133.702858456,160702.91111823,"1029"
210231.643177385,160721.120369269,"1030"
210329.778968591,160738.787239105,"1031"
210418.239953774,160710.802729154,"1032"
210495.818834616,160647.802262543,"1033"
210573.165958033,160584.491656667,"1034"
210650.819548686,160521.516843523,"1035"
210728.369098119,160458.402524236,"1036"
210801.548347994,160390.504680332,"1037"
210869.580451763,160317.441892696,"1025"
210890.249396794,159797.851369554,"1038"
210971.470570226,159955.833984626,"1040"
210931.483136447,159883.364479665,"1039"
210856.569200553,159430.643330267,"614"
210880.775723335,159590.212690927,"1042"
210864.989274915,159491.529346074,"1041"
210883.736865169,159746.457791312,"1044"
210892.062889839,159689.4174747,"1043"
209529.72275974,161525.469309251,"511"
209264.81057328,162074.199781488,"1046"
209278.621541001,161980.083019606,"1048"
209284.524933976,161883.657940082,"1049"
209307.760527526,161789.556863221,"1050"
209279.462430515,161699.37774116,"1051"
209278.073567278,161609.386533961,"1052"
209356.1822143,161560.399503677,"1053"
209451.951719483,161539.588356355,"1045"
208950.305592339,162202.993446361,"1054"
209028.54872162,162211.507829956,"1055"
209127.055406189,162198.117439369,"1056"
209213.584045108,162157.911436712,"1047"
212797.746223161,168637.104634611,"1057"
212724.859183698,168803.570095574,"1059"
212762.590081504,168779.706570766,"1061"
212766.573365167,168692.209144754,"1058"
213208.493132562,168217.149840164,"1062"
213085.356888044,168367.116669148,"1064"
213150.577958662,168291.34500509,"1063"
212819.186619851,168612.2195629,"1066"
212871.057175004,168570.197400266,"1067"
212948.93400814,168507.551617278,"1068"
213023.512067879,168443.805287248,"1065"
211094.87211782,169950.090262666,"668"
211064.046403981,170001.729602971,"1069"
211578.07970284,169525.993833052,"1070"
211712.47416691,169615.11425804,"1072"
211641.223360559,169562.353772055,"1071"
211407.448789294,169987.26172279,"1074"
211417.721875526,169898.39803226,"1075"
211457.832127873,169807.775709218,"1076"
211510.490663723,169732.799502709,"1077"
211602.538784625,169714.933835995,"1078"
211661.392886718,169659.706528099,"1073"
210745.625347153,170645.985137954,"1079"
210937.571655055,170168.603922869,"1081"
210908.461413503,170224.275086758,"1082"
210873.248765358,170317.596684388,"1083"
210843.534949695,170413.017748042,"1084"
210809.038163228,170506.856591047,"1085"
210770.980448341,170599.144717429,"1080"
212049.98709005,168816.939297624,"1086"
212000.922776181,168846.055269756,"1087"
212275.366893846,168714.656230085,"1089"
212095.268086309,168791.670419944,"1091"
212146.576423929,168761.99791582,"1092"
212221.178839085,168752.157811739,"1090"
213287.469657783,168765.394466961,"1093"
213187.880284436,168999.708143024,"1095"
213209.733265474,168918.450879182,"1097"
213241.996863382,168827.859404417,"1094"
213145.468792568,169071.488185841,"1096"
208540.403279394,166551.650821365,"1098"
208858.376032676,166706.357149887,"1100"
208765.988511866,166668.795052114,"1102"
208675.59652324,166626.068598881,"1103"
208587.774924558,166578.340385484,"1099"
209429.222381193,166883.338338927,"1104"
209330.663260396,166867.014209309,"1106"
209236.758806982,166834.406546425,"1107"
209143.352214487,166799.066852525,"1108"
209048.263637775,166768.327130287,"1109"
208954.312129214,166734.444485125,"1101"
209801.971351087,167048.74370179,"1110"
209778.774742971,167001.408140036,"1111"
209723.486277768,166939.224882489,"1112"
209625.452711585,166921.011045706,"1113"
209527.92391596,166899.286349061,"1105"
211064.3622218,158198.128504096,"1114"
211081.72431786,158288.753820511,"1115"
211049.224525229,158468.288730719,"1117"
211067.288174395,158387.039111098,"1116"
203631.645462835,162940.46308659,"1118"
203671.34188489,163296.511876931,"1120"
203632.911492582,163205.498099815,"1122"
203625.297818441,163106.802083161,"1123"
203627.325259441,163006.894765269,"1119"
203797.434606902,163517.93273141,"1124"
203772.344350092,163462.742297469,"1126"
203732.560143699,163372.832596443,"1121"
211957.5007496,168850.292449969,"1088"
211874.880226569,168984.662208706,"1129"
211906.814664643,168894.480147058,"1128"
211894.474840462,169154.904805763,"1131"
211864.3195296,169084.102989397,"1130"
211991.295100253,169151.785525866,"1004"
211957.16157454,169167.453082385,"1132"
212702.288544528,168806.016565918,"1060"
212383.823629304,168984.179184523,"1134"
212374.114217019,168887.009539109,"1136"
212404.108985548,168792.719248413,"1137"
212469.59705182,168742.602762691,"1138"
212550.24173055,168766.965103439,"1139"
212634.996282931,168788.883484765,"1133"
212395.740109099,169061.133487959,"1135"
210687.021852325,168209.529496599,"1140"
210704.236319703,168365.862591498,"1142"
210691.626352717,168266.660833789,"1141"
210716.84628669,168465.06434921,"1143"
210729.456253677,168564.266106917,"1144"
210747.348774172,168125.213854406,"272"
210724.719852388,168167.816485465,"1148"
210272.126527543,167593.555311651,"1150"
210217.359276819,167574.534486229,"1149"
210312.667342292,167622.066320555,"1151"
210465.228809256,167735.648931578,"1153"
210390.857516614,167669.413554468,"1152"
210709.962628573,168048.71306606,"1155"
210658.151145329,167963.268836965,"1157"
210601.947740262,167880.82162465,"1158"
210534.458584299,167807.716039974,"1154"
210738.542127545,168106.5073606,"1156"
211546.763336535,170495.178818018,"587"
211429.211841519,170366.276603208,"1160"
211504.997962915,170423.004157395,"1159"
208201.370211898,170777.818663547,"326"
207563.672638931,170823.378320825,"1169"
207646.374952254,170829.185332034,"1170"
207746.158203607,170833.641695006,"1171"
207845.829044793,170828.802760036,"1172"
207945.584008607,170821.91924482,"1173"
208045.284876649,170815.463843999,"1174"
208144.80733507,170809.989101992,"1168"
205738.85399892,169167.043605949,"1175"
205340.675677932,169625.357533473,"1177"
205363.811380673,169547.278726574,"1179"
205438.016959447,169518.513115935,"1180"
205464.346928898,169424.683547104,"1181"
205490.454544384,169334.392200047,"1182"
205509.68405076,169238.830572367,"1183"
205573.050880254,169186.169566741,"1184"
205672.395423546,169174.95194257,"1176"
205273.613468766,170068.826564667,"1185"
205313.226053364,169998.74646623,"1186"
205397.49494583,169953.594579688,"1187"
205440.934537713,169878.331864088,"1188"
205417.413029455,169784.292834522,"1189"
205354.933931094,169720.462022213,"1178"
206701.731786607,170638.255315378,"1190"
206023.037610685,170827.321856804,"1192"
206103.209573037,170836.636356736,"1194"
206181.904365906,170816.490293288,"1195"
206261.430430182,170834.663297913,"1196"
206348.717407718,170806.0578302,"1197"
206435.827726405,170774.054297882,"1198"
206505.871019604,170728.765741047,"1199"
206538.52561187,170655.864461072,"1200"
206634.34553385,170634.794053482,"1191"
205776.494371597,171082.213887971,"1201"
205813.442479118,171036.816317991,"1203"
205891.010740558,170981.757074749,"1204"
205905.198264877,170903.458853222,"1205"
205966.203213633,170869.34388311,"1193"
203718.504608374,163602.611353915,"1206"
203825.299980571,163721.044724961,"1208"
203761.808670746,163668.283591791,"1207"
203878.381823635,163792.328067827,"1209"
204811.711998993,165346.592154644,"1211"
204884.2858539,165574.355769793,"1213"
204859.457539626,165496.336310274,"1214"
204819.834416027,165405.266995268,"1212"
204704.03416776,165874.837320188,"1215"
204867.422176674,165792.277676683,"1217"
204797.524019643,165816.226357212,"1219"
204714.546153087,165828.034840277,"1216"
204876.346121997,165610.688559819,"107"
204896.919908071,165664.131011764,"1220"
204833.454947486,158515.614043289,"1222"
204626.961844381,158871.992842683,"1226"
204708.418250099,158828.893543341,"1227"
204793.468226617,158821.760790431,"1228"
204833.633020829,158766.568077575,"1229"
204852.751918458,158669.790180578,"1230"
204849.93335623,158571.964659985,"1223"
204859.706570206,157783.780444859,"379"
204644.231331478,158336.920150466,"1232"
204581.956504732,158261.914567875,"1234"
204538.885274916,158172.812111712,"1235"
204519.972314999,158094.692582324,"1236"
204592.347800591,158047.388959789,"1237"
204652.510235477,157990.157908908,"1238"
204707.388069251,157907.229880374,"1239"
204782.660235947,157842.505259522,"1231"
204825.723521299,158499.800978826,"1240"
204786.674314337,158470.766559151,"1241"
204717.738413452,158404.532626567,"1233"
204133.510858706,155582.095268788,"1242"
204059.242945683,155857.687430526,"1244"
204064.838253423,155757.855422239,"1246"
204086.974634486,155661.784525712,"1243"
203967.614311114,156447.889558549,"1247"
203978.226364934,156348.463838541,"1249"
203992.730213906,156249.622005868,"1250"
204012.565491581,156151.616131246,"1251"
204032.867674014,156053.777774432,"1252"
204053.554059212,155957.437360617,"1245"
203821.240759416,157083.05914136,"1253"
203817.851128913,156983.622950937,"1255"
203819.545789181,156885.743830432,"1256"
203837.464113952,156790.964760716,"1257"
203897.25565835,156714.705774015,"1258"
203944.929372886,156646.52091245,"1259"
203957.314603525,156547.350152656,"1248"
203793.257309559,157175.902344091,"1254"
205183.149826432,155539.975940042,"1261"
205403.57653777,155812.86989018,"1263"
205364.993945514,155740.698254846,"1265"
205309.933961357,155673.482215021,"1266"
205246.770648258,155605.466902441,"1262"
205273.626048874,156268.326372801,"1267"
205341.459143801,156217.783908378,"1268"
205429.197531362,156177.165764084,"1269"
205462.172666767,156090.629139365,"1270"
205471.140786952,155992.907406645,"1271"
205440.706060379,155899.192435894,"1264"
205114.703913255,155468.978329934,"1272"
205138.337824856,155490.550866042,"1273"
206774.411584652,161056.859209368,"930"
206752.3608751,161084.019312478,"1274"
209405.51894827,157623.878810093,"1275"
209443.746978181,157275.49226351,"1277"
209417.766445087,157598.653633394,"1279"
209438.694423842,157542.846861498,"1280"
209445.626441334,157445.071775002,"1281"
209431.655913981,157347.81384416,"1278"
209395.546537783,157643.718482124,"1276"
209374.20682488,157672.08500536,"1282"
209359.160559862,157812.975747592,"1284"
209354.562283888,157744.638363262,"1283"
203603.277489109,162778.730565865,"1285"
203640.168809862,162893.401370289,"1287"
203651.377430571,162819.1815893,"1286"
203914.533809365,163837.192451597,"1210"
203975.080241144,163946.991096524,"1289"
203949.472965832,163895.678669657,"1288"
203237.05225488,164374.669098753,"1290"
203309.565686049,164403.926428475,"1291"
203082.486999397,164337.235469999,"1292"
203624.56927974,164422.305749738,"204"
203719.591458721,164402.249796563,"1295"
204077.732653163,164391.207552714,"1299"
204014.449905873,164383.629042838,"1300"
203917.081069626,164375.151481586,"1298"
205030.282166158,172277.793015813,"778"
205034.666446873,172318.444155251,"1301"
205356.935882746,172137.861159923,"1303"
205111.891943006,172240.947866878,"1305"
205160.351068618,172217.650277155,"1306"
205218.585974508,172190.201939664,"1307"
205274.293138152,172164.831617764,"1304"
206310.02514172,168016.933113471,"40"
206340.979662603,168103.50045845,"1308"
206439.638132747,168384.209480121,"1310"
206409.347107332,168290.606246932,"1312"
206374.888641006,168197.537592603,"1309"
206388.073347457,168514.218028804,"1313"
206417.41267735,168468.763590509,"1311"
206357.869769465,168553.911061861,"1314"
206217.728889296,168930.866525932,"1316"
206188.82876892,168846.933798026,"1318"
206174.169876077,168751.793898698,"1319"
206225.747494252,168673.374346071,"1320"
206304.433957431,168627.549154887,"1315"
205739.176436002,169570.974325804,"1321"
205812.888770813,169533.5491412,"1323"
205872.693379573,169479.602385773,"1324"
205952.72351647,169427.642275407,"1325"
206014.904398628,169379.275601365,"1326"
206029.736453767,169302.18177079,"1327"
206058.839664831,169234.616541758,"1328"
206086.098002703,169162.589206323,"1329"
206127.12590873,169076.550481935,"1330"
206177.430878505,169009.596825204,"1317"
205556.436175477,169743.810599724,"1331"
205620.220958892,169707.384875658,"1333"
205693.689667826,169652.331844113,"1322"
211404.081710018,169248.793840357,"157"
211007.985628407,169280.918917963,"1335"
211063.612657887,169265.71390524,"1336"
211160.170760669,169239.868211749,"1337"
211256.643988987,169213.619520306,"1338"
211349.449022154,169203.020141671,"1334"
210718.11766123,169571.204097023,"1339"
210529.771660866,169971.782516518,"1344"
210603.26990053,169916.994598565,"1345"
210675.198863749,169858.027673384,"1346"
210697.780606908,169761.958337764,"1347"
210709.766299466,169662.757802006,"1340"
210900.304856116,170141.278619171,"672"
210750.613199402,170079.99660289,"1349"
210815.285244774,170095.034091083,"1348"
211286.925562109,170281.524871854,"153"
210966.691913828,170151.878011516,"1351"
211033.866812586,170149.094245031,"1352"
211094.058518325,170194.755749606,"1353"
211130.32160551,170250.57447969,"1354"
211224.376180646,170246.594497313,"1350"
206136.623450935,171051.615204161,"533"
206074.841413446,171042.744574431,"1355"
206026.058383061,171035.817075767,"535"
205847.245748609,171160.095993568,"1357"
205875.011049402,171084.166152141,"1359"
205964.283671598,171046.004891074,"1356"
210846.153646334,168088.44359438,"270"
211327.004909883,168345.390608302,"1361"
211247.757993862,168307.111055276,"1363"
211167.426377719,168342.735782868,"1364"
211102.251867556,168292.526372676,"1365"
211026.037770546,168238.254642739,"1366"
210941.130625156,168195.100338692,"1367"
210867.441604363,168136.302201342,"1360"
211414.863977594,168468.451499775,"1368"
211395.966709094,168405.050353838,"1362"
210969.12746354,169293.153207124,"545"
210719.345500888,169494.00238326,"1370"
210740.640177038,169436.010195016,"1371"
210832.935128222,169403.963071835,"1372"
210905.534160984,169343.037291931,"1369"
209252.363511758,163133.262914418,"643"
209367.161735537,163351.059654167,"1374"
209333.346560219,163259.98790441,"1376"
209278.326818976,163180.599535755,"1373"
209435.087188163,163527.193272837,"1377"
209405.534990019,163441.486881793,"1375"
205694.190679348,172028.551249281,"83"
205669.25921108,172074.675651078,"1379"
205428.619273899,172131.954460269,"1381"
205493.000387117,172109.523403503,"1382"
205584.921022854,172097.517766373,"1380"
204904.871347677,172485.169080946,"1383"
204908.022476033,172511.446011091,"1384"
205006.433789316,172308.757624374,"1302"
204934.864321374,172467.831892068,"1387"
204942.233933299,172418.238408857,"1388"
204968.788803896,172345.328653608,"1386"
206396.020920213,168288.414443694,"1389"
206344.974180357,168324.617242125,"1390"
206068.751854442,168575.884596533,"1392"
206126.822016117,168523.515981291,"1393"
206202.642207031,168458.404823355,"1394"
206270.195209989,168387.942433377,"1391"
206039.029664663,168605.690582521,"719"
205951.856297054,168945.45744723,"1396"
205986.810622049,168856.309047484,"1398"
205942.642470306,168809.857390702,"1399"
205948.866758339,168724.085487026,"1400"
205997.068555146,168648.114493,"1395"
205524.538621265,169584.685073172,"1401"
205574.935980559,169498.657105822,"1403"
205625.720576821,169412.514144751,"1404"
205676.942061902,169326.628770104,"1405"
205728.156023459,169240.745506716,"1406"
205786.016904235,169161.971528888,"1407"
205843.451337733,169082.965617882,"1408"
205892.276094092,169000.021751494,"1397"
205540.753900028,169742.618318141,"1409"
205526.045677607,169676.780897954,"1402"
203553.57931906,159654.321714388,"863"
203686.123017685,159820.868798893,"1411"
203646.025174747,159770.864310551,"1413"
203600.818526376,159691.788009247,"1410"
203728.246114711,159845.976245774,"1412"
203818.699676813,159993.964321883,"1415"
203774.667151739,159904.730572452,"1414"
203898.500377438,160168.420233379,"1417"
203858.715467462,160083.048644099,"1416"
204030.784353412,160811.247161808,"1419"
204051.048016061,160719.470125237,"1421"
204056.557727399,160620.571218729,"1422"
204024.695459202,160527.407171282,"1423"
203973.332516511,160442.920203313,"1424"
203951.67181717,160347.977121332,"1425"
203936.952470623,160252.302239098,"1418"
204093.094785365,161439.285594662,"1426"
204048.255409725,161349.905130174,"1428"
204011.397480653,161257.561932938,"1429"
203977.800445189,161163.817352694,"1430"
203944.399817037,161071.168720825,"1431"
203955.749885691,160973.461024077,"1432"
203980.498124345,160878.489014414,"1420"
204325.413859143,162063.083849214,"1433"
204274.460833278,161991.087672334,"1435"
204254.59781212,161895.871636094,"1436"
204236.354720465,161798.129265011,"1437"
204197.850913929,161706.833357102,"1438"
204143.312578191,161627.899906896,"1439"
204127.117687941,161531.063913824,"1427"
204356.532387994,162442.475497113,"1440"
204362.169161203,162349.190249374,"1442"
204358.708551181,162250.109792276,"1443"
204347.485443771,162154.887769865,"1434"
203898.340215966,163704.695828686,"1444"
204107.922390847,163988.566507716,"1446"
204049.743787971,163907.601412094,"1448"
203991.312676211,163827.468677406,"1449"
203931.020951504,163749.093625249,"1445"
204182.047829535,164126.570822981,"1450"
204162.374338836,164069.03580678,"1447"
205815.152458053,167112.199926165,"1452"
205856.822510097,167172.830511837,"1453"
203810.241741162,163536.051018445,"1125"
203831.422199228,163591.060794741,"1456"
203871.555215744,163669.645443808,"1457"
205474.027482665,166505.925723984,"1458"
205727.095366683,166964.504919022,"1460"
205665.85638584,166895.552331584,"1462"
205631.117920057,166802.368904582,"1463"
205595.225983065,166712.632989964,"1464"
205552.993890328,166630.452776478,"1465"
205491.37213869,166561.380894928,"1459"
205776.783831722,167041.178125719,"1461"
205539.101416592,169764.204356436,"1332"
205501.129883009,170202.32081412,"1468"
205539.909169845,170111.016927315,"1470"
205550.893090989,170012.869828788,"1471"
205536.980888473,169914.4761765,"1472"
205529.061449845,169815.807839218,"1467"
205372.337856715,170538.642469319,"1473"
205377.717430583,170472.469756472,"1474"
205404.511391937,170376.55296082,"1475"
205448.777871299,170287.432700944,"1469"
204895.128400806,165731.130230606,"1221"
204897.75769958,165775.846040965,"1476"
205804.779830557,167077.398328342,"1466"
204897.639060978,165813.788160092,"1218"
205092.482621519,166103.454243231,"1478"
205029.80434429,166082.307462045,"1480"
205020.311352298,166009.959942598,"1481"
204966.666100335,165957.254954485,"1482"
204914.15133997,165887.997620616,"1477"
205387.051039688,166405.26697745,"1485"
205345.980995103,166330.479905049,"1486"
205274.260110995,166263.917140111,"1487"
205212.997772937,166198.677380369,"1488"
205166.532622537,166124.517007921,"1479"
205958.934872747,167346.354751816,"1489"
206223.194615996,167743.081818448,"1491"
206168.713957672,167662.37492912,"1493"
206111.783373844,167591.071599135,"1494"
206055.033930687,167514.759264931,"1495"
205999.059556064,167435.214851696,"1490"
206263.866632297,167831.975314994,"1492"
203801.882032217,162838.721144268,"1498"
203712.354743626,162953.499954215,"1500"
203738.368027648,162901.953769141,"1499"
209085.320069782,169367.914827191,"406"
208481.655582639,169161.498368318,"1503"
208561.145715716,169184.317648081,"1505"
208657.446731972,169209.50493098,"1506"
208738.613887143,169243.211205619,"1507"
208825.3555641,169276.102383122,"1508"
208918.275469162,169306.337666313,"1509"
209008.65749018,169342.298555319,"1502"
208443.716351667,169169.37633149,"1504"
208228.922437482,169223.817148502,"1511"
208308.514881576,169205.15704909,"1512"
208390.270325858,169187.817660094,"1510"
208184.058648507,169225.989692355,"432"
208137.372824608,169262.67696172,"1513"
207761.919753127,169562.118053644,"1516"
207829.470821525,169504.942845152,"1518"
207904.591649468,169439.493069113,"1519"
207974.950912878,169368.439578372,"1515"
207744.711804838,169621.013956425,"1517"
207709.371903764,169654.584865199,"207"
207158.916159273,170228.800391734,"1521"
207191.435274607,170137.36427483,"1523"
207180.592828632,170039.461255213,"1524"
207167.404322436,169940.431293647,"1525"
207147.753573757,169843.873366105,"1526"
207179.486677393,169766.101696841,"1527"
207265.679559677,169719.741605177,"1528"
207354.331054276,169688.402302265,"1529"
207448.761668705,169676.594687629,"1530"
207539.854105033,169706.611512555,"1531"
207630.237797889,169684.49023861,"1520"
206760.531823197,170840.759605378,"1532"
206808.385780065,170773.505177891,"1533"
206886.959272276,170751.687762405,"1534"
206986.288926388,170752.33039096,"1535"
207068.687695419,170709.022573277,"1536"
207086.132607968,170617.712702132,"1537"
207094.750927875,170518.827388301,"1538"
207101.729452044,170419.917601867,"1539"
207127.885016568,170323.521226184,"1522"
206723.755407948,170868.276678027,"402"
206177.6774338,171058.931189537,"1541"
206240.11559392,171073.320891267,"1542"
206338.073243218,171087.716565665,"1543"
206430.585200823,171059.793137952,"1544"
206507.609485637,170996.456133659,"1545"
206580.137417727,170928.08062187,"1546"
206665.858736951,170879.295560128,"1540"
205806.170624307,171221.477546377,"1358"
205627.261995596,171471.97198964,"1548"
205643.63362128,171410.013258565,"1550"
205705.871558219,171361.096846906,"1551"
205754.215830274,171286.292128522,"1547"
205697.480347433,171847.734353774,"1552"
205649.169334907,171760.247450373,"1554"
205609.391236232,171673.472660451,"1555"
205560.867330958,171619.041723046,"1556"
205572.447326474,171537.464291408,"1549"
205705.05317307,172004.400757522,"1557"
205728.561844035,171938.630509257,"1553"
205081.439372,172256.582140021,"93"
205047.914944606,172270.355470841,"1558"
210440.423654877,170102.983788818,"1342"
209132.698114982,169379.735805932,"1560"
209193.352171308,169410.38352556,"1561"
209285.450263417,169447.8418834,"1562"
209376.600651496,169487.467623991,"1563"
209466.886464435,169529.68304564,"1564"
209555.440830152,169572.991778829,"1565"
209642.171277821,169621.029210756,"1566"
209732.944770009,169658.491427996,"1567"
209823.888871725,169681.374389297,"1568"
209908.717901074,169723.28184829,"1569"
209988.30715638,169783.049398491,"1570"
210059.057927775,169853.071428708,"1571"
210139.670937729,169910.076170259,"1572"
210222.458777803,169965.874496651,"1573"
210302.798518202,170025.377008349,"1574"
210379.817026601,170087.089951546,"1559"
204346.830066996,162518.226473389,"1441"
203857.242775334,162718.543597406,"1576"
203926.704814698,162667.519421488,"1578"
204021.872180737,162671.365534795,"1579"
204194.432864239,162728.327546155,"1580"
204272.573003325,162669.967156892,"1582"
204334.285026553,162597.976751132,"1575"
203838.321402112,162785.985111014,"1577"
204104.878349899,162716.85856007,"1581"
203722.49511688,162998.867817194,"1501"
203747.211845549,163327.872931967,"1584"
203707.873798847,163243.040432611,"1586"
203678.944493022,163158.329229175,"1587"
203688.179578077,163065.866576858,"1583"
203794.991949934,163497.705887012,"1588"
203769.893358563,163421.755628791,"1585"
204195.561729339,164159.468853928,"1451"
204348.774393499,164579.877641048,"1590"
204330.891316262,164485.593811253,"1592"
204310.832154092,164391.811928147,"1593"
204273.241224413,164301.348625912,"1594"
204227.595071076,164214.814451081,"1589"
204463.336238708,164801.550348411,"1595"
204440.382431361,164729.899937489,"1597"
204407.26998327,164653.430609208,"1591"
204633.962490371,165229.637585474,"1598"
204611.050533209,165133.065520766,"1600"
204586.639654069,165038.982165546,"1601"
204553.235262952,164949.532211821,"1602"
204516.17667543,164861.743655574,"1596"
204853.508681912,165669.85701758,"1603"
204798.90206562,165591.170600789,"1604"
204754.689119462,165502.208553977,"1605"
204705.888399136,165415.152069575,"1606"
204663.236190719,165324.792390561,"1599"
205946.217280437,167284.037089087,"1607"
205798.142117393,171116.502687523,"1202"
205831.380216317,171164.649893876,"1608"
205620.771635178,170859.258170233,"357"
205709.920897561,170990.500144445,"1610"
205664.750095834,170903.86825094,"1609"
205755.401969847,171065.167761558,"1611"
205377.972932493,170566.161655271,"70"
205589.11126494,170822.576953766,"1613"
205534.945964165,170769.268123208,"1614"
205469.027607274,170699.310523047,"1615"
205410.844871214,170618.733020197,"1612"
207253.806420769,161922.577836592,"1616"
207048.977935715,162066.059455688,"1618"
207115.889671158,162000.194391042,"1620"
207202.189633253,161959.933000642,"1617"
207300.416419929,162661.463823129,"1621"
207250.317212639,162605.552631777,"1623"
207217.751115907,162515.221114669,"1624"
207181.047573536,162426.240562212,"1625"
207139.134135549,162337.881869955,"1626"
207103.213492683,162246.374279156,"1627"
207069.282096,162154.723584741,"1619"
206990.085283124,161359.682353481,"1631"
207016.056505347,161401.608041275,"1632"
207064.668376166,161450.334725791,"1633"
207268.469782144,161911.072612885,"1635"
