19790101,-12.699999999999998
19790102,-11.333333333333334
19790103,-9.6
19790104,-7.766666666666667
19790105,-8.4
19790106,-9.266666666666666
19790107,-8.666666666666666
19790108,-5.066666666666666
19790109,-1.5333333333333334
19790110,0.5
19790111,0.6666666666666666
19790112,0.6666666666666666
19790113,0.46666666666666673
19790114,-0.8666666666666667
19790115,-2.4333333333333336
19790116,-4.3999999999999995
19790117,-5.266666666666667
19790118,-5.233333333333333
19790119,-4.166666666666666
19790120,-2.766666666666666
19790121,-1.4666666666666668
19790122,-1.1333333333333335
19790123,-0.5333333333333333
19790124,-0.7000000000000001
19790125,-0.5666666666666667
19790126,-0.6666666666666666
19790127,-0.5666666666666668
19790128,-1.5
19790129,-2.1333333333333333
19790130,-1.3
19790131,0.5333333333333333
19790201,2.1666666666666665
19790202,2.566666666666667
19790203,2.4
19790204,1.7333333333333334
19790205,0.7666666666666666
19790206,0.3
19790207,0.5
19790208,1.4333333333333336
19790209,1.7000000000000002
19790210,1.1333333333333333
19790211,0.43333333333333335
19790212,1.8333333333333333
19790213,4.433333333333333
19790214,4.8999999999999995
19790215,2.1
19790216,-2.2666666666666666
19790217,-4.9
19790218,-5.433333333333334
19790219,-4.7
19790220,-3.5
19790221,-2.4
19790222,-2.0
19790223,-1.2666666666666668
19790224,-0.4000000000000001
19790225,-0.5666666666666668
19790226,-1.3333333333333333
19790227,-1.0999999999999999
19790228,1.133333333333333
19790301,2.766666666666667
19790302,3.766666666666667
19790303,5.133333333333333
19790304,6.199999999999999
19790305,5.833333333333333
19790306,4.333333333333333
19790307,3.9333333333333336
19790308,4.533333333333333
19790309,5.133333333333334
19790310,4.8
19790311,5.266666666666667
19790312,6.1000000000000005
19790313,6.833333333333333
19790314,6.366666666666667
19790315,6.2
19790316,5.966666666666666
19790317,5.666666666666667
19790318,4.333333333333333
19790319,3.4
19790320,3.866666666666667
19790321,4.766666666666667
19790322,5.433333333333334
19790323,4.8
19790324,3.8333333333333335
19790325,5.166666666666667
19790326,7.066666666666666
19790327,8.566666666666666
19790328,7.633333333333333
19790329,6.166666666666667
19790330,4.966666666666666
19790331,4.366666666666666
19790401,4.966666666666667
19790402,5.866666666666667
19790403,5.933333333333334
19790404,4.566666666666666
19790405,3.1999999999999997
19790406,3.266666666666667
19790407,4.233333333333333
19790408,5.333333333333333
19790409,7.166666666666667
19790410,9.933333333333334
19790411,12.633333333333333
19790412,13.5
19790413,13.533333333333331
19790414,13.566666666666668
19790415,14.533333333333333
19790416,13.433333333333332
19790417,10.566666666666666
19790418,7.166666666666667
19790419,5.3
19790420,5.933333333333333
19790421,7.0
19790422,8.5
19790423,9.4
19790424,9.333333333333334
19790425,8.333333333333334
19790426,7.133333333333334
19790427,6.6000000000000005
19790428,6.233333333333333
19790429,6.5
19790430,6.5
